_RAJ2000,_DEJ2000,recno,ATLAS,RAJ2000,DEJ2000,Pwd,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,MJD,pmRA,e_pmRA,pmDE,e_pmDE,HClass,SpType1,SpType2,Gaia-ID,Gmag,u_sdss,g_SDSS,r_sdss,i_sdss,z_SDSS,roundra
17.454413,-33.665769,1192,J010949.05-333956.76,17.454413,-33.665769,0.96518,17.295633,0.00768,17.726709,0.00366,18.135868,0.00553,18.368269,0.01076,18.688839,0.04528,56217.158219,30.3,8.7,6.0,1.1,,,,5.02629580726e+18,17.951,17.56132224,17.64625105,18.15859323,18.343269,18.7416618,17.454413
17.482248,-33.069933,1195,J010955.73-330411.75,17.482248,-33.069933,0.957998,18.193172,0.01423,18.599794,0.00594,18.946878,0.01006,19.064032,0.0186,19.125065,0.0653,56217.158219,5.0,21.8,-16.6,3.5,,,,5.02688651989e+18,18.701,18.45910578,18.5224398,18.97146548,19.039032,19.16750632,17.482248
17.786301,-14.161519,1215,J011108.71-140941.46,17.786301,-14.161519,0.92094,16.436676,0.00489,17.189903,0.00287,17.617201,0.00379,17.967684,0.00949,18.209303,0.02097,55887.127315,30.4,2.1,-9.7,2.2,,*,~,,,16.69914373,17.1085381,17.63938206,17.942684,18.25896776,17.786301
17.78899,-29.537639,1216,J011109.35-293215.50,17.78899,-29.537639,0.912451,18.466831,0.01714,18.400908,0.00499,18.67351,0.00741,18.985752,0.01321,19.140774,0.04145,56102.415893,-6.7,4.3,-12.5,4.0,,,,,,18.73749023,18.3272779,18.70033194,18.960752,19.18697488,17.78899
17.955087,-16.562932,1223,J011149.22-163346.55,17.955087,-16.562932,1.0,18.948177,0.02754,18.99894,0.00696,19.296206,0.01266,19.510986,0.02047,19.799747,0.08009,56901.28627,61.3,2.1,-8.0,2.6,,,,2.3586908638e+18,19.151,19.21766937,18.9240767,19.32228802,19.485986,19.85129744,17.955087
17.957744,-30.274473,1225,J011149.85-301628.10,17.957744,-30.274473,0.997715,17.095121,0.00677,17.215328,0.00244,17.50956,0.00398,17.750109,0.00631,17.977272,0.01663,55836.25756,35.8,2.0,34.8,6.9,,,,,,17.36391893,17.1406164,17.53573304,17.725109,18.02635852,17.957744
18.065468,-13.633856,1229,J011215.71-133801.88,18.065468,-13.633856,0.806586,18.335869,0.01521,18.602623,0.00662,19.054472,0.01012,19.32909,0.02859,19.490967,0.07497,55887.129781,-9.8,3.4,3.0,2.5,,,,2.45613436026e+18,18.646,18.60320146,18.52003055,19.07591653,19.30409,19.53744208,18.065468
18.112469,-34.939013,1231,J011226.99-345620.44,18.112469,-34.939013,0.999533,17.759731,0.00946,17.932552,0.0041,18.24291,0.00572,18.50704,0.00971,18.736378,0.03548,56152.291516,38.1,1.1,9.8,2.8,,,,5.01414025954e+18,18.104,18.02800279,17.8570341,18.26859926,18.48204,18.78555152,18.112469
18.194822,-31.182,1235,J011246.75-311055.20,18.194822,-31.182,0.979444,18.360573,0.01571,18.384531,0.00466,18.640718,0.00739,18.878969,0.01277,18.986147,0.04224,55834.313787,21.8,1.8,-9.9,8.7,,,,5.02940103426e+18,18.498,18.63033342,18.31172165,18.66803239,18.853969,19.03043412,18.194822
18.424257,-35.586881,1243,J011341.82-353512.77,18.424257,-35.586881,0.981955,18.140026,0.01964,18.049511,0.00799,18.318121,0.0082,18.543453,0.01334,18.609743,0.03386,57251.185703,-16.1,4.8,-25.7,15.5,,,,5.01386888633e+18,18.199,18.41093115,17.9760805,18.3450627,18.518453,18.6523946,18.424257
18.451666,-32.732645,1245,J011348.39-324357.52,18.451666,-32.732645,0.921436,16.663839,0.00565,17.218977,0.00307,17.661278,0.00424,17.940062,0.00739,18.179482,0.02042,56215.096876,17.9,2.5,-22.3,3.0,,,,5.02681591062e+18,17.479,16.92828762,17.13686195,17.68300897,17.915062,18.2290588,18.451666
18.484975,-31.35939,1246,J011356.39-312133.80,18.484975,-31.35939,0.978776,18.01519,0.01156,18.405531,0.00468,18.762186,0.00806,19.090057,0.0143,19.413584,0.05978,55834.313787,25.2,8.8,-11.4,9.7,,WD*,DA,5.02864515438e+18,18.423,18.28128659,18.32769825,18.78648635,19.065057,19.46652508,18.484975
18.60985,-34.80868,1253,J011426.36-344831.24,18.60985,-34.80868,0.933116,18.03178,0.01164,18.184816,0.0046,18.539825,0.00718,18.772873,0.0116,18.966602,0.04648,56152.294061,14.4,16.5,-10.5,1.4,,,,,,18.30024964,18.10706555,18.56417473,18.747873,19.01435116,18.60985
18.790782,-35.979939,1262,J011509.78-355847.78,18.790782,-35.979939,0.998168,17.99638,0.01899,18.515364,0.00992,18.843943,0.01106,19.196194,0.01917,19.388409,0.05933,57251.185703,26.6,2.6,5.9,6.9,,,,,,18.26119016,18.43893505,18.86908563,19.171194,19.4360976,18.790782
18.830635,-28.863237,1264,J011519.35-285147.65,18.830635,-28.863237,1.0,18.595566,0.01439,18.609375,0.0058,18.896097,0.00808,19.129618,0.01478,19.343727,0.06635,56183.195896,42.9,7.2,24.0,5.6,,WD*,DA,5.03026528905e+18,18.727,18.86542791,18.5350389,18.92249534,19.104618,19.39229136,18.830635
18.862934,-32.762408,1268,J011527.10-324544.66,18.862934,-32.762408,0.983337,18.405493,0.01512,18.399117,0.00597,18.676653,0.008,18.862705,0.01496,18.939032,0.03762,56215.096876,8.1,9.1,-24.4,9.3,,,,,,18.67555676,18.3252402,18.70332692,18.837705,18.98208508,18.862934
18.945312,-32.694065,1272,J011546.87-324138.63,18.945312,-32.694065,0.970112,17.118635,0.00717,17.522318,0.00367,17.951504,0.00509,18.240675,0.00932,18.426252,0.02493,56215.096876,3.2,4.7,29.6,3.9,,,,5.02682793653e+18,17.765,17.38459817,17.4408587,17.97362842,18.215675,18.47367508,18.945312
19.153204,-26.383715,1280,J011636.76-262301.37,19.153204,-26.383715,0.971827,18.45384,0.01427,18.648989,0.00641,18.918043,0.00865,19.210346,0.02358,19.463505,0.05945,55885.20889,16.5,2.8,4.5,2.2,,,,5.03981873513e+18,18.808,18.72188851,18.5755363,18.94497138,19.185346,19.51363136,19.153204
19.265119,-31.2641,1285,J011703.62-311550.76,19.265119,-31.2641,0.859491,17.94112,0.0111,18.629042,0.00542,19.102175,0.01129,19.467066,0.02029,19.719341,0.08174,55834.315932,14.1,0.3,1.0,6.9,,,,5.02861656707e+18,18.805,18.20424078,18.54538535,19.12298101,19.442066,19.769432,19.265119
19.382891,-28.407687,1292,J011731.89-282427.67,19.382891,-28.407687,0.954413,17.070173,0.0067,17.379572,0.00289,17.769255,0.00427,18.034508,0.00817,18.300457,0.01856,55832.329449,28.8,2.0,-2.5,2.9,,,,5.03030802827e+18,17.52,17.33707901,17.30008785,17.79256451,18.009508,18.35109496,19.382891
19.502376,-31.358889,1303,J011800.57-312132.00,19.502376,-31.358889,0.941453,16.929022,0.00629,17.182125,0.00254,17.575493,0.00396,17.81077,0.00592,18.049154,0.01913,55834.315932,18.2,8.9,-25.8,13.9,,,,5.02860110519e+18,17.364,17.19649097,17.1024566,17.59869196,17.78577,18.09868936,19.502376
19.523757,-25.508476,1306,J011805.70-253030.51,19.523757,-25.508476,0.999687,16.79241,0.00581,16.763113,0.00227,17.067633,0.00336,17.275974,0.00488,17.470453,0.01364,55941.05129,76.0,2.5,7.4,1.7,,WD*,DA3.2,,,17.06270297,16.687887,17.0934974,17.250974,17.51823216,19.523757
19.606622,-37.57725,1310,J011825.58-373438.10,19.606622,-37.57725,0.730483,17.535816,0.01103,18.17808,0.00455,18.668301,0.00739,19.089235,0.02721,19.26227,0.06016,57013.073329,7.5,4.0,-9.5,4.2,,,,5.01263214191e+18,18.33,17.79939336,18.09356895,18.68859437,19.064235,19.3091914,19.606622
19.82668,-33.38743,1327,J011918.40-332314.74,19.82668,-33.38743,0.9792,18.503782,0.01431,18.690243,0.00591,18.974169,0.00974,19.280987,0.02219,19.509655,0.08714,56217.163551,-4.9,29.7,20.6,28.8,,,,5.01467843612e+18,18.833,18.77191739,18.6160467,19.00065122,19.255987,19.55880172,19.82668
19.864866,-31.433108,1330,J011927.56-312559.18,19.864866,-31.433108,0.999641,17.178253,0.00716,17.611736,0.003,18.007145,0.00463,18.301517,0.0083,18.48823,0.02716,55834.31807,47.8,4.0,-2.4,3.0,,,,,,17.44391817,17.53196555,18.03028273,18.276517,18.53569852,19.864866
20.054239,-37.703588,1337,J012013.01-374212.91,20.054239,-37.703588,0.963406,18.093979,0.01421,18.278347,0.00478,18.683203,0.00743,18.895155,0.02229,19.27413,0.05645,57013.073329,23.9,5.8,-1.0,3.4,,,,5.01257458934e+18,18.449,18.36213532,18.1981042,18.70605732,18.870155,19.329289,20.054239
20.244938,-16.379762,1352,J012058.78-162247.14,20.244938,-16.379762,0.915197,15.747773,0.00378,15.732635,0.00126,16.024958,0.00178,16.279444,0.00247,16.37801,0.00596,56901.290816,-2.6,4.6,-49.9,2.8,,WD*,DA3.6,2.45450759845e+18,15.868,16.01792438,15.65801885,16.05118831,16.254444,16.42195264,20.244938
20.503022,-30.867762,1365,J012200.72-305203.94,20.503022,-30.867762,0.989417,17.832184,0.00949,18.520002,0.00538,18.955772,0.00809,19.287786,0.01933,19.428358,0.06705,55833.31986,19.7,2.4,-11.5,3.1,,,,5.0285446865e+18,18.725,18.09530582,18.4382135,18.9776989,19.262786,19.47398088,20.503022
20.697619,-33.670317,1377,J012247.42-334013.14,20.697619,-33.670317,0.97065,18.330076,0.01335,18.528793,0.00556,18.825672,0.00903,19.008051,0.01828,19.166117,0.06916,56217.166219,21.3,34.2,-2.5,17.9,,,,5.01595981385e+18,18.665,18.59808883,18.45394905,18.85176563,18.983051,19.21243964,20.697619
21.066367,-25.855918,1404,J012415.92-255121.30,21.066367,-25.855918,0.973029,18.755064,0.01662,18.727911,0.00573,19.009241,0.01034,19.208559,0.01844,19.597397,0.07035,55941.053768,16.2,11.8,-11.2,4.7,,,,,,19.02533553,18.6538445,19.0358011,19.183559,19.65295052,21.066367
21.230749,-28.93295,1417,J012455.37-285558.62,21.230749,-28.93295,0.999552,18.32675,0.01399,18.396667,0.00473,18.691284,0.00719,18.950094,0.01585,19.207876,0.03484,55832.331582,-8.3,3.8,-32.1,3.4,,,,,,18.59605083,18.32193615,18.71744549,18.925094,19.25818728,21.230749
21.733145,-25.514967,1449,J012655.95-253053.88,21.733145,-25.514967,0.999915,15.749732,0.00335,16.118235,0.00167,16.590662,0.0025,16.817093,0.0037,17.05871,0.01029,55941.056234,66.8,2.1,-89.6,4.6,,WD*,DA2.0,,,16.01604697,16.03461365,16.61148919,16.792093,17.10837468,21.733145
21.773098,-16.741764,1450,J012705.54-164430.35,21.773098,-16.741764,0.997026,18.412626,0.02194,18.717686,0.00585,19.045473,0.0101,19.342386,0.01757,19.533474,0.0684,56901.295425,17.6,1.2,15.5,1.7,,,,2.45133811874e+18,18.911,18.6795754,18.64129665,19.07063939,19.317386,19.58111752,21.773098
22.249086,-39.576106,1477,J012859.78-393433.98,22.249086,-39.576106,0.950644,16.735737,0.00686,17.159176,0.00275,17.573069,0.00385,17.85211,0.00849,18.055092,0.01958,56537.338711,31.0,16.7,15.8,10.2,,,,,,17.00150261,17.07848135,17.59565221,17.82711,18.10321128,22.249086
22.604171,-25.974381,1504,J013025.00-255827.77,22.604171,-25.974381,1.0,17.498173,0.00831,17.697218,0.00357,18.05982,0.00512,18.30369,0.01011,18.619221,0.03349,55941.058752,103.1,3.5,-10.8,11.8,,,,5.03694657024e+18,17.891,17.76618255,17.6190879,18.08394194,18.27869,18.67184224,22.604171
22.636784,-25.792304,1507,J013032.82-254732.29,22.636784,-25.792304,0.994371,17.78528,0.00994,18.059427,0.00455,18.465496,0.0067,18.713007,0.01401,18.896854,0.04398,55941.058752,8.6,1.4,-53.7,7.4,,,,5.03713829758e+18,18.177,18.05253853,17.97912355,18.48831393,18.688007,18.94420788,22.636784
23.057507,-28.176475,1533,J013213.80-281035.31,23.057507,-28.176475,0.996311,18.659924,0.01801,18.837065,0.00648,19.2012,0.01143,19.406929,0.02493,19.613306,0.05432,55832.33583,-23.6,4.3,2.6,2.5,,,,5.03529664997e+18,19.047,18.92815259,18.75885825,19.22527595,19.381929,19.66156108,23.057507
23.060281,-26.034457,1534,J013214.46-260204.04,23.060281,-26.034457,0.999894,18.162823,0.01196,18.217045,0.00456,18.482664,0.00648,18.686998,0.01312,18.958271,0.04153,55941.058752,42.5,0.8,2.2,3.4,,,,5.03693399458e+18,18.368,18.43228078,18.14376405,18.50969543,18.661998,19.00912192,23.060281
23.23304,-27.937419,1546,J013255.92-275614.70,23.23304,-27.937419,0.84027,18.305225,0.01331,18.80126,0.00709,19.17215,0.01015,19.451721,0.01962,19.636862,0.09341,55890.205317,-2.5,4.1,-9.6,4.6,,*,~,5.03568127288e+18,18.998,18.57026465,18.7227155,19.1960233,19.426721,19.68426764,23.23304
23.287989,-27.095843,1552,J013309.11-270545.03,23.287989,-27.095843,0.997108,15.905859,0.00354,16.283972,0.0018,16.610212,0.00211,16.911098,0.00332,17.115158,0.01088,55890.205317,29.4,2.3,-59.4,1.9,,WD*,DA2.2,,,16.17207787,16.20766,16.6354248,16.886098,17.1633204,23.287989
23.456568,-39.162238,1560,J013349.57-390944.05,23.456568,-39.162238,0.989338,16.642849,0.00644,17.082882,0.00264,17.416639,0.00337,17.563791,0.00738,17.894709,0.01693,56537.340899,-28.4,3.9,-28.5,6.0,,,,5.00885672821e+18,17.263,16.90844867,17.00619415,17.44162629,17.538791,17.94794572,23.456568
23.508588,-25.418365,1561,J013402.06-252506.11,23.508588,-25.418365,0.806552,17.921303,0.01166,18.534063,0.00584,19.007282,0.0098,19.315794,0.02118,19.526604,0.07751,55941.061194,-1.7,8.1,-11.8,4.4,,,,5.03847791506e+18,18.807,18.1851754,18.45040205,19.02808543,19.290794,19.5750364,23.508588
23.626947,-26.230793,1569,J013430.46-261350.85,23.626947,-26.230793,1.0,18.348831,0.01528,18.594864,0.00589,18.883764,0.0081,19.133781,0.01917,19.335762,0.05645,55885.21817,56.1,4.7,6.3,5.0,,,,5.03613904767e+18,18.779,18.61637067,18.520419,18.910097,19.108781,19.38384124,23.626947
23.8182,-38.526048,1584,J013516.36-383133.77,23.8182,-38.526048,0.881794,16.263308,0.00467,16.302153,0.0017,16.621943,0.00248,16.844326,0.00356,17.476021,0.01646,56516.384954,46.5,2.1,-7.9,3.9,,WD*,DA...,5.00899275842e+18,16.464,16.53291955,16.2261635,16.6473493,16.819326,17.5412888,23.8182
23.847742,-25.924196,1591,J013523.45-255527.10,23.847742,-25.924196,1.0,18.464277,0.01573,18.682858,0.00636,18.999952,0.00986,19.251369,0.01996,19.777134,0.10128,55941.061194,-38.8,3.1,-7.8,0.6,,,,5.03690118103e+18,18.831,18.73209119,18.6070033,19.02543918,19.226369,19.8381646,23.847742
23.931233,-31.464015,1597,J013543.49-312750.45,23.931233,-31.464015,0.996027,16.802898,0.00618,17.359434,0.00327,17.847147,0.00514,18.196724,0.00986,18.44875,0.0251,55951.064991,46.1,4.3,-6.7,4.8,,,,5.01588281367e+18,17.53,17.06733264,17.27504835,17.86751561,18.171724,18.49883104,23.931233
24.197228,-35.832421,1613,J013647.33-354956.71,24.197228,-35.832421,0.987775,17.698212,0.01109,18.100351,0.00428,18.429108,0.00889,18.67728,0.01193,18.806496,0.03308,57012.076061,29.1,3.1,-1.8,13.8,,,,5.01159777634e+18,18.256,17.96419061,18.02391315,18.45424529,18.65228,18.85166464,24.197228
24.402856,-38.412711,1624,J013736.68-382445.75,24.402856,-38.412711,0.821048,18.348408,0.01537,18.57139,0.00576,18.945557,0.01067,19.219662,0.02123,19.863998,0.1344,56516.384954,12.9,78.0,1.4,0.1,,,,,,18.61617818,18.49268165,18.96933199,19.194662,19.92977144,24.402856
24.423959,-12.55223,1626,J013741.75-123308.02,24.423959,-12.55223,0.772057,18.47904,0.0139,18.765602,0.00791,19.163279,0.01098,19.38821,0.02765,19.718105,0.07949,56214.161984,-6.4,4.9,6.6,3.4,,,,,,18.74617438,18.68571815,19.18634869,19.36321,19.7713008,24.423959
24.424922,-29.662381,1627,J013741.98-293944.57,24.424922,-29.662381,0.997291,17.894047,0.01048,17.963434,0.00375,18.28723,0.00607,18.503988,0.00892,18.774168,0.0274,55831.346321,31.2,2.6,-8.1,6.5,,,,5.02290848682e+18,18.143,18.16335313,17.8872442,18.31251612,18.478988,18.8249752,24.424922
24.669733,-36.816424,1640,J013840.73-364859.12,24.669733,-36.816424,0.99136,18.840441,0.01807,18.777662,0.0065,19.04117,0.00876,19.309504,0.01884,19.539894,0.07171,56537.349825,23.8,8.1,7.2,5.2,,,,5.01065594155e+18,18.902,19.11106879,18.7044866,19.06826476,19.284504,19.5891096,24.669733
24.795788,-10.709922,1647,J013910.98-104235.71,24.795788,-10.709922,0.998269,18.088936,0.01205,18.422388,0.00573,18.969849,0.00976,19.12258,0.01798,19.435347,0.05675,56127.380123,3.7,7.0,-35.1,7.2,,,,,,18.35560148,18.33501495,18.98842517,19.09758,19.48785768,24.795788
24.808143,-27.055085,1648,J013913.95-270318.30,24.808143,-27.055085,0.95147,18.792603,0.0189,18.928669,0.00756,19.184525,0.01028,19.467777,0.01953,19.59481,0.08369,55890.207741,-5.0,4.4,13.2,3.6,,,,5.03584266057e+18,19.084,19.06124234,18.8558762,19.21184932,19.442777,19.63989132,24.808143
24.928415,-34.711077,1658,J013942.81-344239.87,24.928415,-34.711077,0.937139,15.106803,0.00327,15.174137,0.00111,15.573277,0.00163,15.803016,0.00189,15.989528,0.00471,56239.130503,-30.3,3.0,-60.1,11.8,,WD*,DA,,,15.37612966,15.09418,15.5963028,15.778016,16.03698848,24.928415
25.045736,-39.990379,1662,J014010.97-395925.36,25.045736,-39.990379,0.976522,15.885571,0.00438,16.185806,0.00167,16.567612,0.00219,16.72373,0.00424,17.025564,0.00857,56537.343085,-0.2,1.0,-52.1,3.9,,WD*,DA2,4.96049903859e+18,16.362,16.15256865,16.1067157,16.59115782,16.69873,17.07763736,25.045736
25.070114,-28.881524,1664,J014016.82-285253.48,25.070114,-28.881524,0.960844,15.844381,0.00358,16.143049,0.00156,16.542025,0.00213,16.812637,0.00355,17.041025,0.00719,55832.340093,51.2,3.3,-1.4,5.7,,WD*,DA2,5.02333365422e+18,16.347,16.11139432,16.0631002,16.56505572,16.787637,17.09016052,25.070114
25.098647,-30.725466,1668,J014023.67-304331.67,25.098647,-30.725466,0.932419,17.676498,0.00879,17.893408,0.00366,18.253468,0.00524,18.504187,0.00991,18.722149,0.03422,55833.329072,15.6,0.6,-10.5,0.3,,,,5.02201990962e+18,18.086,17.9443289,17.815405,18.2776662,18.479187,18.77086748,25.098647
25.120744,-25.362302,1669,J014028.97-252144.28,25.120744,-25.362302,0.938069,17.921492,0.00991,18.337994,0.00528,18.788488,0.00813,19.068575,0.01702,19.403994,0.07343,55941.063716,-0.9,1.0,20.7,2.8,,,,5.03777883612e+18,20.154,18.18732698,18.2554693,18.80997318,19.043575,19.45741076,25.120744
25.277476,-13.438129,1680,J014106.59-132617.26,25.277476,-13.438129,0.911698,17.894196,0.01218,18.58993,0.00594,19.032837,0.00983,19.414034,0.02517,19.644419,0.07422,55887.149156,16.5,3.2,-3.3,2.6,,,,,,18.15723866,18.50778465,19.05454979,19.389034,19.6936344,25.277476
25.46566,-30.084007,1685,J014151.75-300502.42,25.46566,-30.084007,0.982833,17.636557,0.00848,18.027611,0.0039,18.407703,0.0058,18.694948,0.01148,19.027338,0.04475,55833.329072,26.8,8.7,-18.1,8.6,,,,5.02244731041e+18,17.62,17.90264646,17.9486064,18.43130024,18.669948,19.0806336,25.46566
25.53554,-33.120023,1694,J014208.52-330712.08,25.53554,-33.120023,0.993664,18.021492,0.01483,17.999598,0.00397,18.263189,0.00614,18.47098,0.01075,18.635355,0.02815,55915.113561,42.9,21.5,-5.8,2.8,,,,5.01248381092e+18,18.133,18.29171094,17.92641845,18.29028127,18.44598,18.68193,25.53554
25.713183,-38.984889,1710,J014251.16-385905.60,25.713183,-38.984889,0.950068,13.871428,0.00145,14.197542,0.00062,14.575204,0.00091,14.837229,0.00118,15.44698,0.0043,56516.387136,149.1,5.1,50.5,4.7,,WD*,DA2.1,4.96219338601e+18,14.427,14.13816686,14.1186589,14.59887414,14.812229,15.51137004,25.713183
25.743966,-30.643293,1711,J014258.55-303835.85,25.743966,-30.643293,0.999668,17.292259,0.00721,17.390547,0.00291,17.705954,0.00398,17.965834,0.00706,18.174221,0.02256,55833.329072,53.0,1.8,0.2,4.2,,,,5.021986134e+18,17.561,17.56127612,17.31477665,17.73149179,17.940834,18.22255648,25.743966
25.746708,-10.37361,1712,J014259.20-102224.99,25.746708,-10.37361,0.992982,18.013044,0.0119,18.550001,0.00573,19.00078,0.01009,19.261034,0.01841,19.573589,0.06208,56127.382676,25.4,3.2,-0.5,3.2,,WD*,DA,2.46392907307e+18,18.747,18.27767443,18.46746205,19.02225663,19.236034,19.6260912,25.746708
25.766482,-28.127077,1715,J014303.95-280737.47,25.766482,-28.127077,0.993358,16.611082,0.00537,16.729866,0.00204,17.005024,0.00272,17.221432,0.00458,17.456339,0.00956,55832.340093,57.5,3.6,12.0,2.7,,,,5.02366292359e+18,16.757,16.87989416,16.6561081,17.03176926,17.196432,17.50573528,25.766482
26.042304,-28.832925,1723,J014410.15-284958.53,26.042304,-28.832925,0.884412,17.384874,0.00772,18.032864,0.004,18.504818,0.00662,18.80555,0.01576,19.086884,0.03333,55832.342245,-3.1,2.5,-20.2,4.5,,,,5.02337144993e+18,18.188,17.6483941,17.9492663,18.52565938,18.78055,19.13813736,26.042304
26.092054,-30.800245,1724,J014422.09-304800.88,26.092054,-30.800245,0.999954,17.845562,0.00886,18.02578,0.00358,18.354084,0.00517,18.592121,0.00954,18.88171,0.03524,55833.329072,50.4,2.7,3.8,1.9,,,,5.02179059702e+18,18.224,18.11375982,17.9493648,18.37923488,18.567121,18.93329356,26.092054
26.690341,-34.369794,1755,J014645.68-342211.25,26.690341,-34.369794,0.962484,17.3736,0.00934,17.803656,0.00377,18.218473,0.0057,18.46349,0.00948,18.777296,0.03522,56239.135759,29.4,17.1,-9.9,0.2,,,,,,17.63929944,17.72291515,18.24102849,18.43849,18.82984824,26.690341
26.766551,-16.751358,1757,J014703.97-164504.88,26.766551,-16.751358,0.997054,16.36533,0.0051,16.706768,0.00213,17.067947,0.00315,17.337914,0.00437,17.611898,0.01338,56901.306643,-2.7,2.8,-57.3,3.0,,,,,,16.63191562,16.62870905,17.09211163,17.312914,17.66285736,26.766551
26.811165,-36.000328,1759,J014714.67-360001.18,26.811165,-36.000328,0.999315,17.646973,0.00943,18.071768,0.00404,18.345766,0.00583,18.607601,0.01071,18.896492,0.03545,57012.080431,31.6,1.8,-16.7,4.9,,,,5.01093834424e+18,18.229,17.91272505,17.9980681,18.37254606,18.582601,18.94804764,26.811165
26.972404,-25.925599,1770,J014753.37-255532.15,26.972404,-25.925599,0.999965,17.53614,0.00876,17.541836,0.00335,17.828667,0.00452,18.058857,0.00774,18.264084,0.02648,55941.071002,50.1,3.1,-57.2,3.8,,,,5.02582758711e+18,17.69,17.80608304,17.46749445,17.85506207,18.033857,18.31229308,26.972404
27.230675,-13.991648,1787,J014855.36-135929.93,27.230675,-13.991648,0.852381,16.840534,0.00604,17.41954,0.00299,17.894041,0.00456,18.183928,0.00924,18.446978,0.02645,55887.154012,23.5,3.6,-3.7,8.1,,,,,,17.10474394,17.33581495,17.91480597,18.158928,18.4975,27.230675
27.524416,-34.538623,1811,J015005.85-343219.04,27.524416,-34.538623,0.888781,18.324951,0.01755,18.829191,0.00689,19.292505,0.01171,19.571848,0.0228,19.795498,0.08766,56239.135759,13.2,5.9,-1.7,5.8,,,,5.01730650943e+18,19.073,18.5899086,18.7460253,19.31360558,19.546848,19.844444,27.524416
27.97387,-27.896325,1832,J015153.72-275346.77,27.97387,-27.896325,0.992082,18.383894,0.01427,18.503302,0.0063,18.83588,0.00818,19.039917,0.0142,19.327082,0.06224,55890.218948,-7.8,4.4,28.0,12.5,,,,5.02427359922e+18,18.675,18.65269992,18.4266731,18.86090266,19.014917,19.3785686,27.97387
28.067466,-14.10882,1839,J015216.19-140631.75,28.067466,-14.10882,0.972802,18.289776,0.01317,18.472263,0.00502,18.752363,0.00811,18.971674,0.01637,19.17684,0.0479,55887.156421,19.4,5.1,7.4,2.1,,,,,,18.55795113,18.398258,18.77896,18.946674,19.22504664,28.067466
28.509271,-10.452817,1860,J015402.22-102710.14,28.509271,-10.452817,0.936913,18.668615,0.018,18.830206,0.00648,19.180143,0.01059,19.465897,0.02026,19.505705,0.06078,56127.390316,-2.9,1.8,-13.8,5.4,,,,2.46111226172e+18,16.938,18.93699909,18.75270915,19.20464489,19.440897,19.54729732,28.509271
28.539161,-30.75875,1864,J015409.39-304531.50,28.539161,-30.75875,1.0,18.511145,0.01483,18.637083,0.00519,18.950991,0.00802,19.18873,0.01685,19.427782,0.06215,55833.335429,46.3,3.6,-33.2,1.5,,WD*,DA,5.01916382509e+18,18.788,18.77988562,18.5613876,18.97657376,19.16373,19.47734408,28.539161
29.403051,-26.641369,1891,J015736.73-263828.92,29.403051,-26.641369,0.997918,17.011005,0.00704,17.534664,0.00373,17.928019,0.00499,18.214361,0.00774,18.491449,0.02571,55885.234701,43.2,3.8,-0.3,5.7,,,,5.02483301012e+18,17.755,17.27576841,17.45499625,17.95121835,18.189361,18.54253252,29.403051
29.575194,-36.26055,1899,J015818.04-361537.98,29.575194,-36.26055,0.977445,16.984196,0.00661,17.375067,0.00306,17.723026,0.00386,17.896639,0.00705,18.172791,0.02318,56537.358565,21.1,6.2,23.0,2.3,,,,4.96870524363e+18,17.577,17.25028729,17.29766905,17.74758723,17.871639,18.22383708,29.575194
29.581772,-25.22373,1900,J015819.62-251325.42,29.581772,-25.22373,0.781353,16.970821,0.00666,17.502518,0.00325,17.95303,0.00503,18.245111,0.00917,18.67218,0.03668,55941.076013,3.3,3.4,-18.3,5.0,,,,5.12182481346e+18,17.731,17.23550403,17.4199924,17.97451464,18.220111,18.72926276,29.581772
30.04897,-29.992742,1910,J020011.75-295933.87,30.04897,-29.992742,0.925373,16.83132,0.00563,17.311003,0.00257,17.597143,0.00387,17.841642,0.00554,18.04895,0.01473,55831.356897,-17.0,0.6,-17.0,8.1,,,,5.02061270654e+18,17.431,17.09652317,17.236696,17.6235588,17.816642,18.09724232,30.04897
30.0974,-26.488989,1916,J020023.37-262920.36,30.0974,-26.488989,0.970847,18.542519,0.01668,18.885794,0.00811,19.176731,0.01128,19.477655,0.02112,19.592497,0.06478,55885.234701,15.3,3.1,6.0,4.6,,,,5.02480294535e+18,19.002,18.80908625,18.81124715,19.20300289,19.452655,19.63709068,30.0974
30.662928,-28.266233,1941,J020239.10-281558.43,30.662928,-28.266233,0.996011,17.33293,0.00752,17.613882,0.00329,17.952267,0.00463,18.214222,0.0102,18.376005,0.01852,55832.350727,-27.5,2.6,-27.1,5.2,,,,5.02139655525e+18,17.471,17.60012048,17.53696275,17.97711545,18.189222,18.42247632,30.662928
30.705123,-31.202249,1942,J020249.22-311208.09,30.705123,-31.202249,0.951941,17.303253,0.00767,17.582123,0.00364,17.961521,0.00533,18.217819,0.01086,18.4772,0.02415,55951.082556,-5.6,5.5,-25.2,3.8,,,,5.01960795907e+18,17.774,17.5704643,17.5031531,17.98513906,18.192819,18.52757524,30.705123
31.347184,-28.164846,1966,J020523.32-280953.44,31.347184,-28.164846,0.999164,18.345537,0.01588,18.685108,0.0061,18.947237,0.00911,19.075922,0.02197,19.331644,0.04394,55832.350727,36.5,1.5,-16.2,8.4,,,,5.02141057402e+18,18.807,18.61214129,18.61200155,18.97437313,19.050922,19.38187288,31.347184
